function,dimension,screen_mode,seed,true_min_score,endpoint_min_score,nuisance_max_score,support_score_gap,endpoint_score_gap
core_interaction,5,random,7,0.0,1.476715087890625,0.944852888584137,-0.944852888584137,0.531862199306488
core_interaction,5,random,8,0.6001708507537842,0.6001708507537842,0.0,0.6001708507537842,0.6001708507537842
core_interaction,5,random,9,0.0,1.3416507244110107,0.9385546445846558,-0.9385546445846558,0.403096079826355
core_interaction,5,exclude_interaction,0,0.0,0.0,1.036570429801941,-1.036570429801941,-1.036570429801941
core_interaction,5,exclude_interaction,1,0.0,0.0,0.7283502221107483,-0.7283502221107483,-0.7283502221107483
core_interaction,5,exclude_interaction,2,0.0,0.0,0.9714035391807556,-0.9714035391807556,-0.9714035391807556
core_interaction,5,exclude_interaction,3,0.0,0.0,1.0695374011993408,-1.0695374011993408,-1.0695374011993408
core_interaction,5,exclude_interaction,4,0.0,0.0,1.0149078369140625,-1.0149078369140625,-1.0149078369140625
core_interaction,5,exclude_interaction,5,0.0,0.0,1.801171064376831,-1.801171064376831,-1.801171064376831
core_interaction,5,exclude_interaction,6,0.0,0.0,0.8170627355575562,-0.8170627355575562,-0.8170627355575562
core_interaction,5,exclude_interaction,7,0.0,0.0,2.100172758102417,-2.100172758102417,-2.100172758102417
core_interaction,5,exclude_interaction,8,0.0,0.0,0.84589684009552,-0.84589684009552,-0.84589684009552
core_interaction,5,exclude_interaction,9,0.0,0.0,0.8203412294387817,-0.8203412294387817,-0.8203412294387817
