registry_version,split,adapter_family,task_family,claim_type,score_rows,seed_rows,report_rows,missing_pass_rows,successes,trials,pass_rate,wilson_low,wilson_high,median_rank,median_margin
claimtransfer_v0_public,public,epim_pairverify,mixed_sparse,pair,3204,804,6,0,2698,3204,0.8420724094881398,0.8290362831039454,0.8542892277317516,1.0,0.2336899878379578
claimtransfer_v0_public,public,epim_pairverify,mixed_sparse,prediction,1590,390,2,0,1512,1590,0.9509433962264151,0.9391971868671988,0.9605158084517841,,
claimtransfer_v0_public,public,epim_pairverify,nested_trig,candidate_pair,1524,324,4,0,91,1524,0.05971128608923885,0.04888526136903759,0.07275143185884678,1105.0,
claimtransfer_v0_public,public,epim_pairverify,nested_trig,endpoints,1524,324,4,0,65,1524,0.04265091863517061,0.03360333714745761,0.05399841423828815,680.0,
claimtransfer_v0_public,public,epim_pairverify,nested_trig,pair,3024,624,6,0,0,3024,0.0,0.0,0.001268758577066911,65.0,-0.0794730329265197
claimtransfer_v0_public,public,epim_pairverify,nested_trig,prediction,1500,300,2,0,0,1500,0.0,0.0,0.002554524359480413,,
claimtransfer_v0_public,public,epim_pairverify,rational_product,candidate_pair,894,234,3,0,894,894,1.0,0.9957212942683877,1.0,116.5,
claimtransfer_v0_public,public,epim_pairverify,rational_product,endpoints,894,234,3,0,870,894,0.9731543624161074,0.9603651389661525,0.981894609301248,1.0,
claimtransfer_v0_public,public,epim_pairverify,rational_product,pair,1764,444,4,0,1740,1764,0.9863945578231292,0.9798348597990512,0.9908403409655422,58.75,0.35092612393038547
claimtransfer_v0_public,public,epim_pairverify,rational_product,prediction,870,210,1,0,489,870,0.5620689655172414,0.5288993978459108,0.5946927955218576,,
claimtransfer_v0_public,public,epim_pairverify,sqrt_energy,candidate_pair,750,150,1,0,750,750,1.0,0.9949039692158141,1.0,1.0,
claimtransfer_v0_public,public,epim_pairverify,sqrt_energy,endpoints,750,150,1,0,750,750,1.0,0.9949039692158141,1.0,1.0,
claimtransfer_v0_public,public,epim_pairverify,sqrt_energy,pair,1500,300,2,0,1500,1500,1.0,0.9974454756405194,0.9999999999999999,1.0,0.16665634109328184
claimtransfer_v0_public,public,epim_pairverify,sqrt_energy,prediction,750,150,1,0,750,750,1.0,0.9949039692158141,1.0,,
claimtransfer_v0_public,public,epim_pairverify,three_way_product,candidate_pair,1524,324,4,0,24,1524,0.015748031496062992,0.010605147124331258,0.0233261190488113,611.0,
claimtransfer_v0_public,public,epim_pairverify,three_way_product,endpoints,1524,324,4,0,15,1524,0.00984251968503937,0.005973661312321092,0.016176278838542717,1150.75,
claimtransfer_v0_public,public,epim_pairverify,three_way_product,pair,3024,624,6,0,0,3024,0.0,0.0,0.001268758577066911,73.0,-0.0580922880520423
claimtransfer_v0_public,public,epim_pairverify,three_way_product,prediction,1500,300,2,0,0,1500,0.0,0.0,0.002554524359480413,,
claimtransfer_v0_public,public,epim_pairverify,trig_product,candidate_pair,774,174,3,0,763,774,0.9857881136950905,0.9747316395585827,0.9920461722735435,1.0,
claimtransfer_v0_public,public,epim_pairverify,trig_product,endpoints,774,174,3,0,764,774,0.9870801033591732,0.9763816760961418,0.9929673533206446,1.0,
claimtransfer_v0_public,public,epim_pairverify,trig_product,pair,1524,324,4,0,1503,1524,0.9862204724409449,0.9790259526387269,0.9909698898622236,1.0,0.36877013136887166
claimtransfer_v0_public,public,epim_pairverify,trig_product,prediction,750,150,1,0,395,750,0.5266666666666666,0.49088806892312514,0.5621734761017181,,
claimtransfer_v0_public,public,epim_pairverify,weak_centered,candidate_pair,4608,798,9,0,1785,4608,0.3873697916666667,0.3734034392531405,0.40152378287868645,130.0,
claimtransfer_v0_public,public,epim_pairverify,weak_centered,endpoints,4608,798,9,0,2577,4608,0.5592447916666666,0.5448662675781232,0.5735246155779677,191.0,
claimtransfer_v0_public,public,epim_pairverify,weak_centered,pair,9168,1548,14,0,4894,9168,0.5338132635253054,0.5235896390261761,0.5440085628442095,1.0,0.0010741064048627
claimtransfer_v0_public,public,epim_pairverify,weak_centered,prediction,4560,750,5,0,3954,4560,0.8671052631578947,0.8569426687439601,0.876649838059957,,
claimtransfer_v0_public,public,ga2m_spline,bilinear,endpoints,81,81,2,0,81,81,1.0,0.954720325877871,0.9999999999999999,,
claimtransfer_v0_public,public,ga2m_spline,bilinear,pair,81,81,2,0,81,81,1.0,0.954720325877871,0.9999999999999999,1.0,0.5103840256191794
claimtransfer_v0_public,public,ga2m_spline,bilinear,prediction,81,81,2,0,81,81,1.0,0.954720325877871,0.9999999999999999,,
claimtransfer_v0_public,public,ga2m_spline,bilinear,support,81,81,2,0,1,81,0.012345679012345678,0.0021825938606520115,0.06667042164117726,,
claimtransfer_v0_public,public,ga2m_spline,division_mixed,endpoints,80,80,1,0,3,80,0.0375,0.012834336300788757,0.10454891974394322,,
claimtransfer_v0_public,public,ga2m_spline,division_mixed,pair,80,80,1,0,3,80,0.0375,0.012834336300788757,0.10454891974394322,inf,0.34035921157586885
claimtransfer_v0_public,public,ga2m_spline,division_mixed,prediction,80,80,1,0,24,80,0.3,0.21064429162615705,0.407683602879673,,
claimtransfer_v0_public,public,ga2m_spline,division_mixed,support,80,80,1,0,0,80,0.0,0.0,0.0458197362645751,,
claimtransfer_v0_public,public,ga2m_spline,mixed_sparse,endpoints,140,140,2,0,5,140,0.03571428571428571,0.015349489267215272,0.08087858383541985,,
claimtransfer_v0_public,public,ga2m_spline,mixed_sparse,pair,140,140,2,0,0,140,0.0,0.0,0.02670715564899167,inf,0.3624376719344409
claimtransfer_v0_public,public,ga2m_spline,mixed_sparse,prediction,140,140,2,0,40,140,0.2857142857142857,0.2173886674936126,0.36548582778452665,,
claimtransfer_v0_public,public,ga2m_spline,mixed_sparse,support,140,140,2,0,0,140,0.0,0.0,0.02670715564899167,,
claimtransfer_v0_public,public,ga2m_spline,nested_trig,endpoints,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,,
claimtransfer_v0_public,public,ga2m_spline,nested_trig,pair,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,inf,-0.0153208773714944
claimtransfer_v0_public,public,ga2m_spline,nested_trig,prediction,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,,
claimtransfer_v0_public,public,ga2m_spline,nested_trig,support,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,,
claimtransfer_v0_public,public,ga2m_spline,rational_product,endpoints,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,,
claimtransfer_v0_public,public,ga2m_spline,rational_product,pair,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,inf,0.4380930788401569
claimtransfer_v0_public,public,ga2m_spline,rational_product,prediction,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,,
claimtransfer_v0_public,public,ga2m_spline,rational_product,support,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,,
claimtransfer_v0_public,public,ga2m_spline,weak_centered,endpoints,261,201,4,0,259,261,0.9923371647509579,0.9724952617049535,0.9978960967523284,,
claimtransfer_v0_public,public,ga2m_spline,weak_centered,pair,261,201,4,0,259,261,0.9923371647509579,0.9724952617049535,0.9978960967523284,1.0,0.1942698824471544
claimtransfer_v0_public,public,ga2m_spline,weak_centered,prediction,261,201,4,0,157,261,0.6015325670498084,0.5410771452053085,0.6590424734648701,,
claimtransfer_v0_public,public,ga2m_spline,weak_centered,support,261,201,4,0,0,261,0.0,0.0,0.014505274095912424,,
claimtransfer_v0_public,public,gbm_hstat,bilinear,endpoints,122,120,1,0,122,122,1.0,0.9694727339766817,0.9999999999999999,,
claimtransfer_v0_public,public,gbm_hstat,bilinear,pair,122,120,1,0,122,122,1.0,0.9694727339766817,0.9999999999999999,1.0,0.10480740384650025
claimtransfer_v0_public,public,gbm_hstat,bilinear,prediction,122,120,1,0,0,122,0.0,0.0,0.0305272660233182,,
claimtransfer_v0_public,public,gbm_hstat,bilinear,support,122,120,1,0,0,122,0.0,0.0,0.0305272660233182,,
claimtransfer_v0_public,public,gbm_hstat,division_mixed,endpoints,122,120,1,0,0,122,0.0,0.0,0.0305272660233182,,
claimtransfer_v0_public,public,gbm_hstat,division_mixed,pair,122,120,1,0,0,122,0.0,0.0,0.0305272660233182,inf,0.004115288585057299
claimtransfer_v0_public,public,gbm_hstat,division_mixed,prediction,122,120,1,0,0,122,0.0,0.0,0.0305272660233182,,
claimtransfer_v0_public,public,gbm_hstat,division_mixed,support,122,120,1,0,0,122,0.0,0.0,0.0305272660233182,,
claimtransfer_v0_public,public,gbm_hstat,mixed_sparse,endpoints,212,210,2,0,2,212,0.009433962264150943,0.002590902462183525,0.033739443495222274,,
claimtransfer_v0_public,public,gbm_hstat,mixed_sparse,pair,212,210,2,0,0,212,0.0,0.0,0.01779823722581745,inf,0.009158033628016201
claimtransfer_v0_public,public,gbm_hstat,mixed_sparse,prediction,212,210,2,0,0,212,0.0,0.0,0.01779823722581745,,
claimtransfer_v0_public,public,gbm_hstat,mixed_sparse,support,212,210,2,0,2,212,0.009433962264150943,0.002590902462183525,0.033739443495222274,,
claimtransfer_v0_public,public,gbm_hstat,nested_trig,endpoints,90,90,1,0,0,90,0.0,0.0,0.04093706842168078,,
claimtransfer_v0_public,public,gbm_hstat,nested_trig,pair,90,90,1,0,0,90,0.0,0.0,0.04093706842168078,inf,-0.0003005082612779
claimtransfer_v0_public,public,gbm_hstat,nested_trig,prediction,90,90,1,0,0,90,0.0,0.0,0.04093706842168078,,
claimtransfer_v0_public,public,gbm_hstat,nested_trig,support,90,90,1,0,0,90,0.0,0.0,0.04093706842168078,,
claimtransfer_v0_public,public,gbm_hstat,rational_product,endpoints,90,90,1,0,4,90,0.044444444444444446,0.01741696001324882,0.1087701467709492,,
claimtransfer_v0_public,public,gbm_hstat,rational_product,pair,90,90,1,0,0,90,0.0,0.0,0.04093706842168078,inf,0.5599943013620317
claimtransfer_v0_public,public,gbm_hstat,rational_product,prediction,90,90,1,0,0,90,0.0,0.0,0.04093706842168078,,
claimtransfer_v0_public,public,gbm_hstat,rational_product,support,90,90,1,0,4,90,0.044444444444444446,0.01741696001324882,0.1087701467709492,,
claimtransfer_v0_public,public,gbm_hstat,weak_centered,endpoints,392,300,3,0,270,392,0.6887755102040817,0.6412955289456644,0.7325913995631129,,
claimtransfer_v0_public,public,gbm_hstat,weak_centered,pair,392,300,3,0,270,392,0.6887755102040817,0.6412955289456644,0.7325913995631129,1.0,2.550134166647394e-05
claimtransfer_v0_public,public,gbm_hstat,weak_centered,prediction,392,300,3,0,353,392,0.9005102040816326,0.8668813282180441,0.9263652633478752,,
claimtransfer_v0_public,public,gbm_hstat,weak_centered,support,392,300,3,0,0,392,0.0,0.0,0.009704892057833234,,
claimtransfer_v0_public,public,pyKAN,bilinear,endpoints,944,800,6,0,928,944,0.9830508474576272,0.9726453480778776,0.9895407387113075,3.0,0.755650161329984
claimtransfer_v0_public,public,pyKAN,bilinear,pair,1133,989,11,0,1111,1133,0.9805825242718447,0.9707745070284796,0.987142585379117,1.0,0.5672684350574855
claimtransfer_v0_public,public,pyKAN,bilinear,prediction,661,449,4,0,591,661,0.8940998487140696,0.8683216320585301,0.9153236753349905,,
claimtransfer_v0_public,public,pyKAN,bilinear,support,472,400,3,0,456,472,0.9661016949152542,0.9456488119353562,0.9790286437557815,,
claimtransfer_v0_public,public,pyKAN,bilinear,symbolic_status,472,400,3,0,472,472,1.0,0.9919267251959477,1.0,,
claimtransfer_v0_public,public,pyKAN,division_mixed,endpoints,616,452,3,0,604,616,0.9805194805194806,0.9662607609075796,0.9888219569997053,4.0,0.23710508068259023
claimtransfer_v0_public,public,pyKAN,division_mixed,pair,704,544,7,0,99,704,0.140625,0.11689117598093447,0.16825962611942244,2.0,0.39522891128085863
claimtransfer_v0_public,public,pyKAN,division_mixed,prediction,408,256,3,0,391,408,0.9583333333333334,0.9342908074026104,0.9738253226823543,,
claimtransfer_v0_public,public,pyKAN,division_mixed,support,312,228,2,0,303,312,0.9711538461538461,0.9460950293113117,0.9847513189847963,,
claimtransfer_v0_public,public,pyKAN,division_mixed,symbolic_status,312,228,2,0,312,312,1.0,0.9878369410489309,1.0,,
claimtransfer_v0_public,public,pyKAN,exp_product,endpoints,128,96,2,0,127,128,0.9921875,0.9570726816506786,0.998619603637121,2.0,0.9777180090218579
claimtransfer_v0_public,public,pyKAN,exp_product,pair,128,96,2,0,127,128,0.9921875,0.9570726816506786,0.998619603637121,1.0,0.6081518978268529
claimtransfer_v0_public,public,pyKAN,exp_product,prediction,64,48,1,0,60,64,0.9375,0.8500230335750312,0.9754291963252071,,
claimtransfer_v0_public,public,pyKAN,exp_product,support,64,48,1,0,63,64,0.984375,0.9166570109970937,0.9972365292495986,,
claimtransfer_v0_public,public,pyKAN,exp_product,symbolic_status,64,48,1,0,64,64,1.0,0.9433739770288436,1.0,,
claimtransfer_v0_public,public,pyKAN,log_product,endpoints,64,64,2,0,64,64,1.0,0.9433739770288436,1.0,2.0,0.9830670146909407
claimtransfer_v0_public,public,pyKAN,log_product,pair,64,64,2,0,64,64,1.0,0.9433739770288436,1.0,1.0,0.709651353759303
claimtransfer_v0_public,public,pyKAN,log_product,prediction,32,32,1,0,32,32,1.0,0.8928172849426366,1.0,,
claimtransfer_v0_public,public,pyKAN,log_product,support,32,32,1,0,32,32,1.0,0.8928172849426366,1.0,,
claimtransfer_v0_public,public,pyKAN,log_product,symbolic_status,32,32,1,0,32,32,1.0,0.8928172849426366,1.0,,
claimtransfer_v0_public,public,pyKAN,mixed_sparse,endpoints,1058,814,5,0,140,1058,0.1323251417769376,0.1132309583415595,0.15407972151878874,29.0,-0.0116471986961303
claimtransfer_v0_public,public,pyKAN,mixed_sparse,pair,1290,1050,14,0,1032,1290,0.8,0.7772951285364383,0.8209233860019721,141.75,0.07206165443252144
claimtransfer_v0_public,public,pyKAN,mixed_sparse,prediction,773,477,5,0,734,773,0.9495472186287193,0.9317725808447634,0.9628756975172605,,
claimtransfer_v0_public,public,pyKAN,mixed_sparse,support,533,409,3,0,99,533,0.18574108818011256,0.15501522539692753,0.22096457944681042,,
claimtransfer_v0_public,public,pyKAN,mixed_sparse,symbolic_status,533,409,3,0,533,533,1.0,0.9928440716963812,1.0,,
claimtransfer_v0_public,public,pyKAN,nested_trig,endpoints,160,160,4,0,86,160,0.5375,0.4602691816412529,0.6129722906099946,32.5,-0.1789866196098699
claimtransfer_v0_public,public,pyKAN,nested_trig,pair,256,256,9,0,74,256,0.2890625,0.23697241062175817,0.34738975463584504,964.0,-0.21375576782156708
claimtransfer_v0_public,public,pyKAN,nested_trig,prediction,176,108,3,0,0,176,0.0,1.734723475976807e-18,0.021361019919751596,,
claimtransfer_v0_public,public,pyKAN,nested_trig,support,80,80,2,0,6,80,0.075,0.03482477485108787,0.15412200097380097,,
claimtransfer_v0_public,public,pyKAN,nested_trig,symbolic_status,80,80,2,0,80,80,1.0,0.954180263735425,1.0,,
claimtransfer_v0_public,public,pyKAN,rational_product,endpoints,992,800,4,0,630,992,0.6350806451612904,0.6046548303867519,0.6644642744990051,8.5,0.0053281622540850004
claimtransfer_v0_public,public,pyKAN,rational_product,pair,1088,896,9,0,1026,1088,0.9430147058823529,0.9276174621518933,0.9552944913768968,22.0,0.6559853520593606
claimtransfer_v0_public,public,pyKAN,rational_product,prediction,592,428,3,0,170,592,0.28716216216216217,0.252179813059928,0.3248889918036465,,
claimtransfer_v0_public,public,pyKAN,rational_product,support,496,400,2,0,238,496,0.4798387096774194,0.43619516117423845,0.5237921628099999,,
claimtransfer_v0_public,public,pyKAN,rational_product,symbolic_status,496,400,2,0,496,496,1.0,0.9923143651908927,1.0,,
claimtransfer_v0_public,public,pyKAN,semi_breast_cancer,endpoints,2340,130,2,0,2283,2340,0.9756410256410256,0.9685717641470468,0.9811511181501187,,
claimtransfer_v0_public,public,pyKAN,semi_breast_cancer,pair,2340,130,2,0,0,2340,0.0,0.0,0.0016390186094486932,313.0,-0.22414609557017684
claimtransfer_v0_public,public,pyKAN,semi_breast_cancer,prediction,2340,130,2,0,2340,2340,1.0,0.9983609813905515,1.0,,
claimtransfer_v0_public,public,pyKAN,semi_breast_cancer,support,2340,130,2,0,2283,2340,0.9756410256410256,0.9685717641470468,0.9811511181501187,,
claimtransfer_v0_public,public,pyKAN,semi_diabetes,endpoints,2341,150,2,0,2240,2341,0.9568560444254592,0.9478495880665871,0.9643655483417741,,
claimtransfer_v0_public,public,pyKAN,semi_diabetes,pair,2341,150,2,0,2296,2341,0.9807774455360957,0.9743766030457841,0.9856029537822761,1.0,0.34714098647236824
claimtransfer_v0_public,public,pyKAN,semi_diabetes,prediction,2341,150,2,0,2336,2341,0.9978641606151217,0.9950096238023007,0.9990873761826875,,
claimtransfer_v0_public,public,pyKAN,semi_diabetes,support,2341,150,2,0,1964,2341,0.8389577103801794,0.8235142084616827,0.8532905701638756,,
claimtransfer_v0_public,public,pyKAN,semi_wine,endpoints,1834,130,2,0,1401,1834,0.7639040348964014,0.7439283013047129,0.7827765028525118,,
claimtransfer_v0_public,public,pyKAN,semi_wine,pair,1834,130,2,0,1352,1834,0.737186477644493,0.7165605737293649,0.756820810172273,1.0,0.1224065721035003
claimtransfer_v0_public,public,pyKAN,semi_wine,prediction,1834,130,2,0,1798,1834,0.9803707742639041,0.9729453437610741,0.9857879877730474,,
claimtransfer_v0_public,public,pyKAN,semi_wine,support,1834,130,2,0,1401,1834,0.7639040348964014,0.7439283013047129,0.7827765028525118,,
claimtransfer_v0_public,public,pyKAN,sqrt_energy,endpoints,464,432,4,0,463,464,0.9978448275862069,0.987894255012528,0.9996194675807599,2.0,0.5222982503660086
claimtransfer_v0_public,public,pyKAN,sqrt_energy,pair,648,616,9,0,648,648,1.0,0.9941065436756417,1.0,1.0,0.1772871978464536
claimtransfer_v0_public,public,pyKAN,sqrt_energy,prediction,416,264,3,1,415,415,1.0,0.9908280361836075,1.0,,
claimtransfer_v0_public,public,pyKAN,sqrt_energy,support,232,216,2,0,232,232,1.0,0.9837111010101696,1.0,,
claimtransfer_v0_public,public,pyKAN,sqrt_energy,symbolic_status,232,216,2,0,232,232,1.0,0.9837111010101696,1.0,,
claimtransfer_v0_public,public,pyKAN,three_way_product,endpoints,160,160,4,0,72,160,0.45,0.3749849776836161,0.5273597259813871,55.0,-0.061669626274035175
claimtransfer_v0_public,public,pyKAN,three_way_product,pair,256,256,9,0,79,256,0.30859375,0.25518782431486525,0.367659325641108,1997.5,-0.46164300671976227
claimtransfer_v0_public,public,pyKAN,three_way_product,prediction,176,108,3,0,0,176,0.0,1.734723475976807e-18,0.021361019919751596,,
claimtransfer_v0_public,public,pyKAN,three_way_product,support,80,80,2,0,0,80,0.0,0.0,0.0458197362645751,,
claimtransfer_v0_public,public,pyKAN,three_way_product,symbolic_status,80,80,2,0,80,80,1.0,0.954180263735425,1.0,,
claimtransfer_v0_public,public,pyKAN,trig_product,endpoints,64,64,4,0,64,64,1.0,0.9433739770288436,1.0,2.0,0.9361344412818249
claimtransfer_v0_public,public,pyKAN,trig_product,pair,64,64,4,0,64,64,1.0,0.9433739770288436,1.0,1.0,0.7283816592437992
claimtransfer_v0_public,public,pyKAN,trig_product,prediction,32,32,2,0,11,32,0.34375,0.20410233354328552,0.5168922649121406,,
claimtransfer_v0_public,public,pyKAN,trig_product,support,32,32,2,0,32,32,1.0,0.8928172849426366,1.0,,
claimtransfer_v0_public,public,pyKAN,trig_product,symbolic_status,32,32,2,0,32,32,1.0,0.8928172849426366,1.0,,
claimtransfer_v0_public,public,pyKAN,weak_centered,endpoints,4165,1716,29,24,2900,4141,0.7003139338324076,0.6861800085965055,0.7140765416176207,19.5,-0.0070497480744167755
claimtransfer_v0_public,public,pyKAN,weak_centered,pair,2501,1681,28,0,1849,2501,0.7393042782886845,0.7217406312520795,0.7561338978199383,1.0,0.0634502074681222
claimtransfer_v0_public,public,pyKAN,weak_centered,prediction,3423,960,17,24,2674,3399,0.7867019711679906,0.7726108430272145,0.8001457613354452,,
claimtransfer_v0_public,public,pyKAN,weak_centered,support,3100,1053,21,31,2202,3069,0.7174975562072337,0.7013046342108733,0.733146656737544,,
claimtransfer_v0_public,public,pyKAN,weak_centered,symbolic_status,3076,857,14,0,3069,3076,0.9977243172951885,0.9953097446394956,0.9988972301607666,,
claimtransfer_v0_public,public,sparse_lasso,bilinear,endpoints,122,120,1,0,122,122,1.0,0.9694727339766817,0.9999999999999999,,
claimtransfer_v0_public,public,sparse_lasso,bilinear,pair,122,120,1,0,122,122,1.0,0.9694727339766817,0.9999999999999999,1.0,0.7501380145549774
claimtransfer_v0_public,public,sparse_lasso,bilinear,prediction,122,120,1,0,122,122,1.0,0.9694727339766817,0.9999999999999999,,
claimtransfer_v0_public,public,sparse_lasso,bilinear,support,122,120,1,0,122,122,1.0,0.9694727339766817,0.9999999999999999,,
claimtransfer_v0_public,public,sparse_lasso,correlated_covariates,endpoints,24,12,1,0,12,24,0.5,0.31427131627763083,0.6857286837223692,,
claimtransfer_v0_public,public,sparse_lasso,correlated_covariates,pair,24,12,1,0,12,24,0.5,0.31427131627763083,0.6857286837223692,,-0.1514003202319145
claimtransfer_v0_public,public,sparse_lasso,correlated_covariates,support,24,12,1,0,12,24,0.5,0.31427131627763083,0.6857286837223692,,
claimtransfer_v0_public,public,sparse_lasso,division_mixed,endpoints,122,120,1,0,109,122,0.8934426229508197,0.8262001842715376,0.9366636063986382,,
claimtransfer_v0_public,public,sparse_lasso,division_mixed,pair,122,120,1,0,3,122,0.02459016393442623,0.008397468237782701,0.0698087847024215,4950.0,-0.00361669249832625
claimtransfer_v0_public,public,sparse_lasso,division_mixed,prediction,122,120,1,0,0,122,0.0,0.0,0.0305272660233182,,
claimtransfer_v0_public,public,sparse_lasso,division_mixed,support,122,120,1,0,109,122,0.8934426229508197,0.8262001842715376,0.9366636063986382,,
claimtransfer_v0_public,public,sparse_lasso,mixed_sparse,endpoints,236,234,4,0,219,236,0.9279661016949152,0.8876798251019302,0.9545427084368721,,
claimtransfer_v0_public,public,sparse_lasso,mixed_sparse,pair,236,234,4,0,23,236,0.09745762711864407,0.06582057233258803,0.14198991592299398,225.25,-0.0777213866822421
claimtransfer_v0_public,public,sparse_lasso,mixed_sparse,prediction,212,210,2,0,0,212,0.0,0.0,0.01779823722581745,,
claimtransfer_v0_public,public,sparse_lasso,mixed_sparse,support,236,234,4,0,219,236,0.9279661016949152,0.8876798251019302,0.9545427084368721,,
claimtransfer_v0_public,public,sparse_lasso,nested_trig,endpoints,114,114,3,0,112,114,0.9824561403508771,0.9382807541193635,0.9951756823173447,,
claimtransfer_v0_public,public,sparse_lasso,nested_trig,pair,114,114,3,0,24,114,0.21052631578947367,0.14575199266859673,0.2941741454693783,125.0,-0.00175046920776365
claimtransfer_v0_public,public,sparse_lasso,nested_trig,prediction,90,90,1,0,0,90,0.0,0.0,0.04093706842168078,,
claimtransfer_v0_public,public,sparse_lasso,nested_trig,support,114,114,3,0,112,114,0.9824561403508771,0.9382807541193635,0.9951756823173447,,
claimtransfer_v0_public,public,sparse_lasso,rational_product,endpoints,114,114,3,0,113,114,0.9912280701754386,0.9519784746833306,0.9984498969613178,,
claimtransfer_v0_public,public,sparse_lasso,rational_product,pair,114,114,3,0,23,114,0.20175438596491227,0.13836966525548047,0.2845845376745544,4950.0,-0.6347591479619343
claimtransfer_v0_public,public,sparse_lasso,rational_product,prediction,90,90,1,0,89,90,0.9888888888888889,0.9397144555232022,0.9980359664644876,,
claimtransfer_v0_public,public,sparse_lasso,rational_product,support,114,114,3,0,113,114,0.9912280701754386,0.9519784746833306,0.9984498969613178,,
claimtransfer_v0_public,public,sparse_lasso,three_way_product,endpoints,24,24,2,0,23,24,0.9583333333333334,0.7975777375115778,0.992606734645195,,
claimtransfer_v0_public,public,sparse_lasso,three_way_product,pair,24,24,2,0,23,24,0.9583333333333334,0.7975777375115778,0.992606734645195,,-0.015094917500391575
claimtransfer_v0_public,public,sparse_lasso,three_way_product,support,24,24,2,0,23,24,0.9583333333333334,0.7975777375115778,0.992606734645195,,
claimtransfer_v0_public,public,sparse_lasso,trig_product,endpoints,24,24,2,0,24,24,1.0,0.8620194241710247,1.0,,
claimtransfer_v0_public,public,sparse_lasso,trig_product,pair,24,24,2,0,24,24,1.0,0.8620194241710247,1.0,,0.0
claimtransfer_v0_public,public,sparse_lasso,trig_product,support,24,24,2,0,24,24,1.0,0.8620194241710247,1.0,,
claimtransfer_v0_public,public,sparse_lasso,weak_centered,endpoints,440,348,7,0,423,440,0.9613636363636363,0.9390009306268838,0.9757398237323289,,
claimtransfer_v0_public,public,sparse_lasso,weak_centered,pair,440,348,7,0,204,440,0.4636363636363636,0.41755617888762964,0.5103460276653388,4.5,-0.00068181753158565
claimtransfer_v0_public,public,sparse_lasso,weak_centered,prediction,392,300,3,0,0,392,0.0,0.0,0.009704892057833234,,
claimtransfer_v0_public,public,sparse_lasso,weak_centered,support,440,348,7,0,423,440,0.9613636363636363,0.9390009306268838,0.9757398237323289,,
claimtransfer_v0_public,public,sparse_spline_lasso,bilinear,endpoints,122,120,1,0,114,122,0.9344262295081968,0.8759272350076931,0.9664015338572928,,
claimtransfer_v0_public,public,sparse_spline_lasso,bilinear,pair,122,120,1,0,122,122,1.0,0.9694727339766817,0.9999999999999999,1.0,0.7526186342875008
claimtransfer_v0_public,public,sparse_spline_lasso,bilinear,prediction,122,120,1,0,122,122,1.0,0.9694727339766817,0.9999999999999999,,
claimtransfer_v0_public,public,sparse_spline_lasso,bilinear,support,122,120,1,0,114,122,0.9344262295081968,0.8759272350076931,0.9664015338572928,,
