model,explain_method,seed,function,samples,dimension,noise,test_mse,train_mse,selected_variables,true_variables,variable_precision,variable_recall,variable_f1,formula,score_x0,score_x1,score_x2,score_x3,score_x4,score_x5,score_x6,score_x7,score_x8,score_x9,score_x10,score_x11,score_x12,score_x13,score_x14,score_x15,score_x16,score_x17,score_x18,score_x19,selected_interactions,true_interactions,interaction_precision,interaction_recall,interaction_f1,source_file,lamb,setting,score_x20,score_x21,score_x22,score_x23,score_x24,score_x25,score_x26,score_x27,score_x28,score_x29,score_x30,score_x31,score_x32,score_x33,score_x34,score_x35,score_x36,score_x37,score_x38,score_x39,score_x40,score_x41,score_x42,score_x43,score_x44,score_x45,score_x46,score_x47,score_x48,score_x49,score_x50,score_x51,score_x52,score_x53,score_x54,score_x55,score_x56,score_x57,score_x58,score_x59,score_x60,score_x61,score_x62,score_x63,score_x64,score_x65,score_x66,score_x67,score_x68,score_x69,score_x70,score_x71,score_x72,score_x73,score_x74,score_x75,score_x76,score_x77,score_x78,score_x79,score_x80,score_x81,score_x82,score_x83,score_x84,score_x85,score_x86,score_x87,score_x88,score_x89,score_x90,score_x91,score_x92,score_x93,score_x94,score_x95,score_x96,score_x97,score_x98,score_x99,variable_auroc,variable_auprc,importance_scores,active_score_mean,active_score_median,inactive_score_mean,inactive_score_median,active_score_min,inactive_score_max
KAN,grad,3,core_interaction,1024,100,0.0,2.0863726139068604,3.8645486810651164e-10,"[0, 17, 45, 95]","[0, 1, 2, 3]",0.25,0.25,0.25,sin(2*pi*x0) + x1^2 + x2*x3,2.672056198120117,0.6905078887939453,0.6500978469848633,0.3122493624687195,0.406000554561615,0.2355295270681381,0.5914908647537231,0.6471509337425232,0.4917103052139282,0.5370591878890991,0.3159868717193603,0.616654098033905,0.3454330861568451,0.4110977351665497,0.5426616668701172,0.3086235523223877,0.4221762418746948,0.7955355644226074,0.3817211091518402,0.66021728515625,,,,,,core_d100_noise00_lamb0.05.csv,0.05,"core_interaction, d=100, n=1024, noise=0, lambda=0.05",0.4450371861457824,0.4116429686546325,0.2672009468078613,0.4497217535972595,0.3821759223937988,0.5272259712219238,0.4067589044570923,0.4675726890563965,0.4994784593582153,0.5062286853790283,0.6306784152984619,0.5403417944908142,0.4964095652103424,0.5107909440994263,0.4896184802055359,0.3429230749607086,0.3504760265350342,0.4515806138515472,0.3534242510795593,0.6096025705337524,0.2454210966825485,0.3741583824157715,0.5147348642349243,0.3219528198242187,0.5593948364257812,0.7641026973724365,0.3612677454948425,0.3520002961158752,0.5644651651382446,0.3919309377670288,0.6248747110366821,0.320360779762268,0.5028910636901855,0.3059940934181213,0.2577981948852539,0.5283921957015991,0.5256302356719971,0.5927978754043579,0.4559288024902344,0.4664884209632873,0.1968026310205459,0.4647421240806579,0.2774068117141723,0.276910662651062,0.3394430577754974,0.4904071390628814,0.472374677658081,0.4240032434463501,0.495463103055954,0.3028703331947326,0.3060805201530456,0.4288244247436523,0.7397607564926147,0.4083462953567505,0.5746821165084839,0.5150259733200073,0.4652354717254638,0.4166358113288879,0.4999836981296539,0.5466914176940918,0.4805865883827209,0.4875620603561401,0.4886457920074463,0.5632411241531372,0.348256379365921,0.4474756717681885,0.3920681774616241,0.6696528196334839,0.4450456500053406,0.5044714212417603,0.3589367866516113,0.3414869308471679,0.4247260391712188,0.3653585612773895,0.5115588903427124,0.7716063261032104,0.733481764793396,0.5600900650024414,0.5875093340873718,0.3715179562568664,,,,,,,,,
KAN,perm,3,core_interaction,1024,100,0.0,2.0863726139068604,3.8645486810651164e-10,"[0, 1, 37, 66]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,0.617245614528656,0.101080022752285,0.0,0.0126124219968914,0.0,0.0147802829742431,0.0,0.0,0.0302639808505773,0.0,0.0,0.0,0.0512163639068603,0.0089142322540283,0.0593074150383472,0.0616557598114013,0.0,0.0165611114352941,0.0295121669769287,0.0585561580955982,,,,,,core_d100_noise00_lamb0.05.csv,0.05,"core_interaction, d=100, n=1024, noise=0, lambda=0.05",0.0,0.0239588413387537,0.0102183818817138,0.0345860309898853,0.0,0.0314545631408691,0.0,0.0764225348830223,0.0181315746158361,0.0024728775024414,0.0,0.0695528164505958,0.049062967300415,0.0,0.0195089969784021,0.0,0.048328798264265,0.0844519957900047,0.02833135984838,0.0,0.0,0.0,0.0,0.0411787815392017,0.0,0.0,0.0711698532104492,0.0044572353363037,0.0117980642244219,0.029831251129508,0.0,0.0070347785949707,0.0,0.0057925381697714,0.0,0.0,0.0660723075270652,0.0,0.0202285442501306,0.0,0.0038843154907226,0.0,0.00942063331604,0.0273194313049316,0.0127596063539385,0.0,0.0776166915893554,0.0532268695533275,0.000842809677124,0.0058916411362588,0.0,0.0354150123894214,0.0,0.0,0.0,0.0360467433929443,0.0,0.0152460737153887,0.0,0.0,0.0208337306976318,0.0336026363074779,0.0234025325626134,0.0,0.0,0.0028649966698139,0.0133164720609784,0.0,0.0,0.0,0.0,0.0,0.0,0.0022449493408203,0.0231719817966222,0.0,0.0,0.0,0.0173765029758214,0.0457326583564281,,,,,,,,,
KAN,grad,4,core_interaction,1024,100,0.0,1.2183761596679688,1.6295771676499982e-10,"[0, 1, 27, 70]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,3.365910530090332,0.9644123911857604,0.3323965668678283,0.2038690745830536,0.4838405251502991,0.4598336517810821,0.3086026906967163,0.3981871008872986,0.4217701554298401,0.3793947696685791,0.3109972774982452,0.296373188495636,0.3681791424751282,0.3127017915248871,0.3899125456809997,0.4218596220016479,0.3589363098144531,0.2682730555534363,0.5509214997291565,0.3913347125053406,,,,,,core_d100_noise00_lamb0.05.csv,0.05,"core_interaction, d=100, n=1024, noise=0, lambda=0.05",0.4852941632270813,0.360470175743103,0.3651684522628784,0.1860322654247284,0.2944899201393127,0.3728240728378296,0.4252573251724243,0.7373236417770386,0.1515842080116272,0.2487897723913192,0.3187191188335418,0.3078144192695617,0.3707654476165771,0.2957853078842163,0.2210084497928619,0.3176538944244385,0.3766964972019195,0.205176293849945,0.2701005637645721,0.3156668543815613,0.3790217339992523,0.3628577589988708,0.3878293931484222,0.4081648886203766,0.4319894909858703,0.204528272151947,0.3037728667259216,0.3491584658622741,0.4599868059158325,0.2620999813079834,0.5236724615097046,0.4706241488456726,0.1866976916790008,0.396921157836914,0.5692022442817688,0.2167501747608184,0.2735099792480469,0.3179328739643097,0.3472871780395508,0.5389920473098755,0.2210572659969329,0.4000090956687927,0.4141436815261841,0.2277099341154098,0.2871776521205902,0.4421119093894958,0.2292582988739013,0.3010867536067962,0.4039421081542969,0.5072731971740723,0.6244131326675415,0.5935226082801819,0.3274074196815491,0.2591241002082824,0.372905433177948,0.3557788133621216,0.3191841840744018,0.3289129137992859,0.3681330680847168,0.2652367949485779,0.2656944990158081,0.2250871360301971,0.2669466733932495,0.3429799973964691,0.4959747195243835,0.3732682764530182,0.4346840679645538,0.2138666212558746,0.2783704102039337,0.6229708194732666,0.2332700490951538,0.269047200679779,0.3850002288818359,0.4470023810863495,0.241973266005516,0.201886385679245,0.2321687340736389,0.3377923965454101,0.3972874283790588,0.4061753749847412,,,,,,,,,
KAN,perm,4,core_interaction,1024,100,0.0,1.2183761596679688,1.6295771676499982e-10,"[0, 1, 21, 71]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,0.8133559226989746,0.197738841176033,0.0371142625808715,0.0,0.0,0.0,0.0,0.0089590549468994,0.0,0.0,0.041496992111206,0.0,0.0,0.0,0.0,0.0,0.0,0.0088147325441241,0.0229572858661413,0.0,,,,,,core_d100_noise00_lamb0.05.csv,0.05,"core_interaction, d=100, n=1024, noise=0, lambda=0.05",0.0,0.0717854872345924,0.0322793312370777,0.0,0.009277899749577,0.0095759630203247,0.0,0.0,0.0,0.0148437023162841,0.0051014423370361,0.0410259552299976,0.014537532813847,0.0,0.0030322074890136,0.0041738748550415,0.0,0.0273987855762243,0.0174697246402502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149993896484375,0.0023606221657246,0.0240405797958374,0.0187924299389123,0.0,0.0525072030723094,0.0,0.0067682662047445,0.0210338439792394,0.0100433826446533,0.0,0.002139886142686,0.0,0.0,0.0,0.035237431526184,0.0161289777606725,0.0,0.0027760665398091,0.0,0.0,0.0060191950760781,0.0071605839766561,0.0,0.0,0.1139198914170265,0.0,0.0011171499500051,0.0376705713570117,0.0,0.0181327257305383,0.0,0.0,0.0261414851993322,0.0206719245761632,0.0228625927120447,0.0337792634963989,0.0224411487579345,0.0,0.0068027577362954,0.0029043753165751,0.0,0.0,0.0,0.0,0.0343911238014698,0.0403375215828418,0.0,0.0,0.0,0.0,0.0345489978790283,0.028238296508789,0.0272455215454101,,,,,,,,,
KAN,grad,0,core_interaction,1024,100,0.0,2.352011680603028,6.507405170275148e-10,"[0, 1, 91, 97]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,1.894676089286804,0.9286465644836426,0.5428916215896606,0.469783753156662,0.6433918476104736,0.5915027856826782,0.7134745717048645,0.7061409950256348,0.3554501533508301,0.5517867803573608,0.5504246354103088,0.6494396328926086,0.3089664578437805,0.5109487175941467,0.5173481106758118,0.5674483776092529,0.5625806450843811,0.7489171028137207,0.5234466791152954,0.6077024936676025,,,,,,core_d100_noise00_lamb001.csv,1.0,"core_interaction, d=100, n=1024, noise=0, lambda=1",0.3361832201480865,0.5233628749847412,0.7929807901382446,0.6781182289123535,0.7052590847015381,0.5502058267593384,0.538564920425415,0.3561184406280517,0.7269680500030518,0.723023533821106,0.6933852434158325,0.5532644987106323,0.7176426649093628,0.3507774770259857,0.6354413032531738,0.6268421411514282,0.5692358016967773,0.363003522157669,0.3947040438652038,0.4285591840744018,0.7272335290908813,0.4996928572654724,0.5798827409744263,0.6599277257919312,0.6499897241592407,0.3933736383914947,0.5499594211578369,0.4603081047534942,0.3574181199073791,0.668243408203125,0.4241707026958465,0.5478509068489075,0.6886467933654785,0.4037857353687286,0.5750803351402283,0.4389815926551819,0.5184887051582336,0.6245207786560059,0.5429629683494568,0.5263209342956543,0.618708074092865,0.6419159770011902,0.4992979764938354,0.70482337474823,0.7646793127059937,0.3979730308055877,0.7064660787582397,0.5425975322723389,0.3860933482646942,0.4133359789848327,0.6493120193481445,0.5110734701156616,0.5332422852516174,0.5585628747940063,0.3550465703010559,0.4232380390167236,0.4774493277072906,0.8449249267578125,0.4207538962364197,0.7058131098747253,0.6647918224334717,0.5100891590118408,0.4765558540821075,0.5081188678741455,0.3156304955482483,0.6475235223770142,0.7052070498466492,0.6046150922775269,0.8106999397277832,0.4078623652458191,0.5802472233772278,0.8848522901535034,0.6554089784622192,0.5952962636947632,0.3663185238838196,0.4154878258705139,0.6544359922409058,0.9749656915664672,0.6686002016067505,0.5700342655181885,,,,,,,,,
KAN,perm,0,core_interaction,1024,100,0.0,2.352011680603028,6.507405170275148e-10,"[0, 1, 32, 79]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,0.3294369280338287,0.1286728382110595,0.04254150390625,0.0,0.0232521686702966,0.0689988136291503,0.0250190887600183,0.0459898300468921,0.0193023681640625,0.0,0.0403473377227783,0.0,0.0093441801145672,0.0,0.0,0.1199111118912696,0.0497097186744213,0.0,0.0621900558471679,0.0528926849365234,,,,,,core_d100_noise00_lamb001.csv,1.0,"core_interaction, d=100, n=1024, noise=0, lambda=1",0.0974647179245948,0.0,0.0,0.0660820826888084,0.0017871856689453,0.0,0.0520117282867431,0.0304067935794591,0.0,0.0445255450904369,0.1034320965409278,0.0506103038787841,0.1268063336610794,0.004446426872164,0.0104122161865234,0.0859663486480712,0.0164023246616125,0.0,0.0,0.0365768261253833,0.078113317489624,0.0,0.0484640598297119,0.0721577033400535,0.0724837779998779,0.05117042735219,0.0722331181168556,0.0216081142425537,0.0,0.0002897580561693,0.0290903244167566,0.0,0.0,0.0431236438453197,0.0,0.0,0.0271204318851232,0.0173278655856847,0.0,0.0791990756988525,0.0095818042755126,0.087518610060215,0.0111320810392498,0.0936191082000732,0.0,0.066773809492588,0.0033282439690083,0.0076122283935546,0.0003250440058764,0.0332375355064868,0.0532700233161449,0.0816837921738624,0.0,0.0285020675510168,0.0534572601318359,0.0034523010253906,0.0322629623115062,0.0936674252152443,0.0093208951875567,0.1961878985166549,0.0592284202575683,0.0,0.0237383842468261,0.0083811283111572,0.0,0.1186730861663818,0.0243787765502929,0.0,0.0,0.0533475093543529,0.0551887340843677,0.0863351821899414,0.0429684333503246,0.0238527450710535,0.0221157073974609,0.0165572967380285,0.1036454066634178,0.0446116141974926,0.1034011840820312,0.0048024654388427,,,,,,,,,
KAN,grad,1,core_interaction,1024,100,0.0,0.9647040963172911,2.6115018481043245e-10,"[0, 1, 32, 87]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,3.713188648223877,0.9793012142181396,0.2714313864707947,0.350841760635376,0.2795177698135376,0.4837346076965332,0.3172541260719299,0.2416813969612121,0.1365362405776977,0.4073819518089294,0.3610779047012329,0.2163566350936889,0.2883814871311188,0.2860749959945678,0.1450383812189102,0.2673076391220093,0.3350613117218017,0.2849846184253692,0.4194058775901794,0.196266621351242,,,,,,core_d100_noise00_lamb001.csv,1.0,"core_interaction, d=100, n=1024, noise=0, lambda=1",0.3854127526283264,0.2242613434791565,0.4033806622028351,0.2211827486753463,0.3407816290855407,0.2137718796730041,0.4467631876468658,0.3141504824161529,0.4946171045303345,0.3845165073871612,0.3299905955791473,0.2872960567474365,0.5026869177818298,0.2237477898597717,0.2862067222595215,0.3019351661205292,0.2375854551792144,0.3099794685840606,0.2642818093299866,0.3647528886795044,0.2656492590904236,0.3379648327827453,0.2738673686981201,0.2606168389320373,0.3137792944908142,0.4897631406784057,0.2419173121452331,0.3810860514640808,0.2983576655387878,0.3092294633388519,0.1928920745849609,0.1848239451646804,0.3628402352333069,0.4206462502479553,0.1889260113239288,0.2675060331821441,0.3987295031547546,0.3283117413520813,0.3062437176704407,0.3068740367889404,0.1893585324287414,0.2581911385059356,0.4888792932033539,0.3629063665866852,0.3331262767314911,0.4145234227180481,0.2313574254512787,0.4206771850585937,0.279277503490448,0.2641120851039886,0.2170247286558151,0.362559974193573,0.3047345876693725,0.3901402950286865,0.2674335241317749,0.4174679815769195,0.3908570110797882,0.3005863130092621,0.2576791048049927,0.381130963563919,0.2801584601402282,0.2438317239284515,0.2029229402542114,0.1991772353649139,0.2406187206506729,0.205591008067131,0.2406987845897674,0.5489989519119263,0.3212247490882873,0.3203148543834686,0.2665818333625793,0.3190795183181762,0.4932464361190796,0.2290052771568298,0.2696279287338257,0.2693299055099487,0.3558782637119293,0.3085622787475586,0.3972848057746887,0.2038247287273407,,,,,,,,,
KAN,perm,1,core_interaction,1024,100,0.0,0.9647040963172911,2.6115018481043245e-10,"[0, 1, 18, 71]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,1.1702061891555786,0.0850304365158081,0.0158255100250244,0.0107060074806213,0.0,0.0120516819879412,0.0074621834792196,0.0006531476974487,0.0,0.008226434700191,0.0075662336312234,0.0,0.0164424572139978,0.0214102659374475,0.0058233141899108,0.0,0.0,0.0,0.0433148927986621,0.0064853429794311,,,,,,core_d100_noise00_lamb001.csv,1.0,"core_interaction, d=100, n=1024, noise=0, lambda=1",0.0158330798149108,0.0,0.0,0.0082022948190569,0.003247857093811,0.0042426586151123,0.0,0.0141919450834393,0.0,0.0098734693601727,0.0,0.0073928632773458,0.0,0.0,0.00407075881958,0.0,0.0,0.0127718448638916,0.027091821655631,0.0016483664512634,0.0,0.0029889941215515,0.001379887224175,0.0,0.0045441188849508,0.0,0.0087116360664367,0.0,0.0,0.0,0.020741244778037,0.0,0.0109586520120501,0.0,0.0,0.0124738616868853,0.0,0.0,0.0,0.0,0.0,0.0,0.0235093440860509,0.0,0.0016621550312265,0.0,0.0059306025505065,0.0,0.0,0.0,0.0032084386330097,0.0282277464866638,0.0,0.0,0.0041724443435668,0.0064642429351806,0.0,0.0238399300724267,0.0005892316694371,0.0,0.0073035955429077,0.0066458187066018,0.0005087653989903,0.0015456477412953,0.0,0.0162762198597192,0.0,0.0,0.0157129969447851,0.0134305758401751,0.012614369392395,0.0221443567425012,0.0,0.0,0.0,0.0003711780009325,0.0,0.0009264151449315,0.0,0.0,,,,,,,,,
KAN,grad,2,core_interaction,1024,100,0.0,1.0736533403396606,2.253631059545569e-09,"[0, 1, 20, 35]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,2.791914939880371,0.6385360956192017,0.329623818397522,0.4151238203048706,0.3951400816440582,0.3731572031974792,0.4449276924133301,0.4167608022689819,0.404317557811737,0.1979587078094482,0.2655918896198272,0.3086106777191162,0.3364759087562561,0.4761958420276642,0.4241921603679657,0.1977909505367279,0.4109092354774475,0.2860012650489807,0.136494755744934,0.3374877572059631,,,,,,core_d100_noise00_lamb001.csv,1.0,"core_interaction, d=100, n=1024, noise=0, lambda=1",0.6247711181640625,0.4207422733306885,0.2426433712244033,0.3255807161331177,0.1936276406049728,0.4619393944740295,0.4423909187316894,0.4978753328323364,0.4391071200370788,0.2291081249713897,0.299160361289978,0.4082115292549133,0.5018131732940674,0.4713307023048401,0.2384740263223648,0.6191123723983765,0.3139444887638092,0.5275980234146118,0.2912116348743438,0.3074862062931061,0.4244520664215088,0.2386772781610489,0.453807532787323,0.3515243530273437,0.4740737080574035,0.3100402355194092,0.2248086929321289,0.2971575260162353,0.3401563167572021,0.2538545727729797,0.3616719841957092,0.4419696927070617,0.3389275074005127,0.3315403461456299,0.3681511282920837,0.1874828338623047,0.2308241724967956,0.2733319997787475,0.1539310812950134,0.2576956152915954,0.4822618365287781,0.2779511213302612,0.2411313951015472,0.3548787832260132,0.2875321507453918,0.352367639541626,0.4208624958992004,0.315284788608551,0.3334934115409851,0.3708317577838897,0.3316628038883209,0.3866729140281677,0.3599986433982849,0.3718833029270172,0.260806679725647,0.3230897188186645,0.3618113994598388,0.3245683312416076,0.1930231750011444,0.3031429052352905,0.2992879748344421,0.3900744915008545,0.3350574970245361,0.1622009575366974,0.4166436791419983,0.3472860455513,0.2702987194061279,0.2083383500576019,0.4868138432502746,0.3086567223072052,0.3177562355995178,0.334791362285614,0.3239849805831909,0.3215031623840332,0.32200488448143,0.2821060419082641,0.3887673616409302,0.3410737216472626,0.3809748291969299,0.3361316621303558,,,,,,,,,
KAN,perm,2,core_interaction,1024,100,0.0,1.0736533403396606,2.253631059545569e-09,"[0, 1, 20, 40]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,1.0901005268096924,0.1761683225631714,0.0420227460563182,0.0,0.0,0.0,0.0,0.0,0.0071764388121664,0.0,0.0407845973968505,0.0,0.0,0.0618612356483936,0.0,0.0,0.0,0.0173268318176269,0.0010941823711618,0.0172587241977453,,,,,,core_d100_noise00_lamb001.csv,1.0,"core_interaction, d=100, n=1024, noise=0, lambda=1",0.0954734906554222,0.0296215210109949,0.0114730196073651,0.0085584325715899,0.0079000787809491,0.0318980999290943,0.0298823118209838,0.0,0.0131641626358032,0.0,0.0,0.0369867868721485,0.0427773408591747,0.0,0.0154063701629638,0.0,0.0,0.034662764519453,0.0,0.0069240727461874,0.0628078356385231,0.0113269686698913,0.0082922577857971,0.027599373832345,0.0135735673829913,0.0,0.014793038368225,0.0,0.0139836072921752,0.0,0.0085118813440203,0.0066583952866494,0.0,0.009334921836853,0.0,0.0,0.0,0.0075591406784951,0.0,0.0066633224487304,0.0521260909736156,0.0105005903169512,0.0,0.0,0.034972745925188,0.0,0.0246759057044982,0.0,0.0143022937700152,0.0,0.05277856066823,0.0,0.0,0.0413968563079834,0.0,0.0,0.004352867603302,0.0,0.0,0.015837213024497,0.0,0.0279153976589441,0.0053303241729736,0.0,0.0,0.0,0.0141540765762329,0.010666231624782,0.0463453531265258,0.0200835466384887,0.0,0.015831708908081,0.0139480037614703,0.0352356024086475,0.0,0.0413341931998729,0.0,0.016435345634818,0.0161131229251623,0.0074624218977987,,,,,,,,,
KAN,grad,3,core_interaction,1024,100,0.0,1.9892051219940183,3.893857805636891e-11,"[0, 17, 45, 95]","[0, 1, 2, 3]",0.25,0.25,0.25,sin(2*pi*x0) + x1^2 + x2*x3,2.5857038497924805,0.7101424336433411,0.6281921863555908,0.3252602517604828,0.4294299483299255,0.2562516629695892,0.6689503788948059,0.6420254111289978,0.4501327276229858,0.546135663986206,0.2673815488815307,0.5455359220504761,0.4243567585945129,0.4037133455276489,0.5822314023971558,0.3029547929763794,0.4328702092170715,0.7983866930007935,0.3603471517562866,0.6815787553787231,,,,,,core_d100_noise00_lamb001.csv,1.0,"core_interaction, d=100, n=1024, noise=0, lambda=1",0.3897516131401062,0.4656738936901092,0.2724316716194153,0.4546195268630981,0.3741628527641296,0.5637531280517578,0.4441348314285278,0.467546284198761,0.4159087836742401,0.4479716420173645,0.6705951690673828,0.5597655773162842,0.4047906398773193,0.4539931416511535,0.4685812592506408,0.317751944065094,0.3047510087490082,0.4327311813831329,0.3122361898422241,0.6177870035171509,0.2822860777378082,0.3678615093231201,0.5396339893341064,0.2873756885528564,0.5942493677139282,0.7898415327072144,0.4193951487541199,0.3934706151485443,0.57020103931427,0.4369917511940002,0.6590360403060913,0.3371434509754181,0.6410490870475769,0.2645916640758514,0.2510649561882019,0.4835084080696106,0.486279547214508,0.5007842183113098,0.3951754868030548,0.4047239124774933,0.2227996289730072,0.3747369349002838,0.3431579172611236,0.3854849934577942,0.3719469308853149,0.4552566409111023,0.4490344524383545,0.4508056938648224,0.4720582365989685,0.246815949678421,0.3365506529808044,0.4338924288749695,0.7859681844711304,0.3505634069442749,0.5075556039810181,0.5115726590156555,0.4379856288433075,0.4238617718219757,0.454254001379013,0.6136258244514465,0.4366388916969299,0.4865767955780029,0.4498071074485779,0.5408093929290771,0.3652224540710449,0.4688447415828705,0.4288986623287201,0.7526257038116455,0.4635321497917175,0.5012853741645813,0.2961541414260864,0.3433701992034912,0.4124835729598999,0.3630411624908447,0.4712496399879455,0.8064119815826416,0.6615203619003296,0.531161904335022,0.5678632259368896,0.2641730010509491,,,,,,,,,
KAN,perm,3,core_interaction,1024,100,0.0,1.9892051219940183,3.893857805636891e-11,"[0, 1, 27, 79]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,0.6444769501686096,0.0956381931900978,0.0,0.0231372509151697,0.0,0.0250148773193359,0.0,0.0,0.0,0.0,0.0,0.0026187498588114,0.0085822744295001,0.0,0.071126140654087,0.0751920565962791,0.0277516040951013,0.0431082658469677,0.0498081035912036,0.0318009443581104,,,,,,core_d100_noise00_lamb001.csv,1.0,"core_interaction, d=100, n=1024, noise=0, lambda=1",0.0,0.0412978343665599,0.0294539928436279,0.0511678047478199,0.0,0.0326483249664306,0.00945754814893,0.0969143733382225,0.0282249059528112,0.0021218459587544,0.0,0.0651289597153663,0.0004403591156005,0.0123695135116577,0.0,0.0,0.0268634557723999,0.0,0.0215460453182458,0.0,0.0,0.0,0.0,0.0055440268479287,0.0,0.0,0.0846176147460937,0.0,0.0695921555161476,0.0,0.0,0.0221725311130285,0.0,0.0,0.0,0.0,0.0310348663479089,0.0,0.0,0.0,0.0112338857725262,0.0,0.0,0.0,0.0271918773651123,0.0,0.0,0.0145390825346112,0.0,0.0367580242455005,0.0,0.0072288513183593,0.0,0.0,0.0062653622590005,0.0614221878349781,0.0239013824611902,0.0232289638370275,0.0,0.0961733683943748,0.0352512188255786,0.0224610958248376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018598198890686,0.0,0.0107835130766034,0.0,0.0,0.0587238483130931,0.0,0.0,0.0382754020392894,0.0,0.0141536397859454,,,,,,,,,
KAN,grad,4,core_interaction,1024,100,0.0,1.2496254444122314,1.1393740811938001e-10,"[0, 1, 18, 27]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,3.278737068176269,1.023672342300415,0.2598564624786377,0.2286299467086792,0.350856602191925,0.4152336120605469,0.2773365676403045,0.3082180023193359,0.3434920310974121,0.2678272128105163,0.2404296845197677,0.3034351468086242,0.2730616331100464,0.2014537751674652,0.2967639565467834,0.3322013616561889,0.387401819229126,0.2207950055599212,0.6515657901763916,0.3618819117546081,,,,,,core_d100_noise00_lamb001.csv,1.0,"core_interaction, d=100, n=1024, noise=0, lambda=1",0.4109157919883728,0.3210764527320862,0.4290817379951477,0.1891445368528366,0.2317959368228912,0.339994728565216,0.3268787264823913,0.6337994933128357,0.1549773812294006,0.2330024689435959,0.3506097197532654,0.2910610437393188,0.2763586342334747,0.2738779187202453,0.2963085472583771,0.3572984337806701,0.2507394552230835,0.2182329595088958,0.3000133335590362,0.2792491912841797,0.3637526631355285,0.3871252536773681,0.2948936223983764,0.362753689289093,0.3611381947994232,0.2398421168327331,0.3554191589355469,0.3610505163669586,0.3944867253303528,0.1881098598241806,0.5122756958007812,0.3555081486701965,0.1697633564472198,0.3402158319950104,0.5597378611564636,0.2514022290706634,0.2727033495903015,0.2732804119586944,0.2905057668685913,0.4214527308940887,0.2340634316205978,0.2909829616546631,0.3809782266616821,0.2173431515693664,0.2598349452018738,0.3801638484001159,0.3316746354103088,0.3425023555755615,0.3357062935829162,0.3969721794128418,0.5572036504745483,0.5751453042030334,0.3281077146530151,0.1843635439872741,0.388455867767334,0.341005265712738,0.3046397864818573,0.3638404607772827,0.40100759267807,0.2956328988075256,0.2380050122737884,0.1568254232406616,0.2558914721012115,0.3125451207160949,0.4649200439453125,0.3217367827892303,0.3714843094348907,0.2009364515542984,0.2669118642807007,0.5289651155471802,0.3357193171977997,0.3152463436126709,0.3440048098564148,0.3548630475997925,0.1818902790546417,0.2136500775814056,0.2394736111164093,0.3562210202217102,0.3932296633720398,0.3574246168136596,,,,,,,,,
KAN,perm,4,core_interaction,1024,100,0.0,1.2496254444122314,1.1393740811938001e-10,"[0, 1, 18, 71]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,0.67076176404953,0.1260154992341995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088069438934326,0.0,0.0,0.0,0.0,0.0073637166060507,0.0,0.0082085924223065,0.1412636786699295,0.0,,,,,,core_d100_noise00_lamb001.csv,1.0,"core_interaction, d=100, n=1024, noise=0, lambda=1",0.0,0.0254561100155115,0.0634336844086647,0.0,0.0113913612440228,0.0144934654235839,0.0,0.0,0.0,0.0,0.0,0.0374687127768993,0.0,0.0,0.0,0.0,0.0,0.0072930655442178,0.010760267265141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0519506521522998,0.0138807296752929,0.0,0.0,0.0,0.0410017184913158,0.0,0.0072937807999551,0.0,0.0,0.0003178516926709,0.0,0.0,0.0,0.0,0.0,0.0257476568222045,0.0,0.0,0.0,0.0065802731551229,0.0,0.018887797370553,0.0,0.0,0.1436045169830322,0.0,0.0,0.0087445573881268,0.0,0.0,0.0,0.0,0.0217432584613561,0.0463587455451488,0.0017518202075734,0.0257389545440673,0.005428513046354,0.0,0.01789434812963,0.0,0.0,0.0,0.0,0.0,0.0,0.0454434156417846,0.0,0.0186231937259435,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
