function,interaction_strength,screen_mode,dimension,samples,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,effective_dim_mean,screen_contains_all_true_vars_mean,screen_true_var_recall_mean,screen_contains_all_interaction_endpoints_mean,screen_interaction_endpoint_recall_mean,screen_contains_true_interactions_mean,explain_contains_all_interaction_endpoints_mean,explain_interaction_endpoint_recall_mean,selected_interaction_endpoint_recall_mean,selected_interaction_contains_all_endpoints_mean,variable_f1_mean,variable_f1_std,variable_auroc_mean,variable_auroc_std,variable_auprc_mean,variable_auprc_std,interaction_f1_mean,interaction_f1_std,true_interaction_score_mean_mean,true_interaction_score_mean_std,max_nontrue_interaction_score_mean,max_nontrue_interaction_score_std,true_interaction_mean_score_margin_mean,true_interaction_mean_score_margin_std,true_interaction_beats_all_false_mean,num_runs
core_interaction_c05,0.5,exclude_interaction,100,512,0.11454189941287037,0.05363357669045217,2.3517699956893923,1.0743579088487276,4.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11180339887498948,0.5059895833333333,0.05997786502147873,0.088,0.10733126291998991,0.0,0.0,0.0,0.0,136.5782371520996,71.49241091538671,-136.5782371520996,71.49241091538671,0.0,5
core_interaction_c05,0.5,oracle_support,100,512,0.00020936223008900004,6.86300699855318e-05,0.00026356679154554,7.027717273340374e-05,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5804394364356995,0.02121035773579859,0.22442158162593837,0.12309844067637167,0.35601785480976106,0.11373830636124439,1.0,5
core_interaction_c05,0.5,random,100,512,0.12365685701370237,0.04876638062717691,2.2709118604660032,1.067051770175395,4.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11180339887498948,0.5059895833333333,0.05997786502147873,0.088,0.10733126291998991,0.0,0.0,0.0,0.0,147.33935089111327,92.65735131878805,-147.33935089111327,92.65735131878805,0.0,5
core_interaction_c05,0.5,raw,100,512,0.00026033062022174,0.00011165494860804387,0.05895686428993936,0.06800872573911049,100.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.0,0.0,0.8,0.27386127875258304,0.8833333333333334,0.16436603864989363,0.8122102774121203,0.25716605891615846,0.0,0.0,0.27749023158103225,0.25455651735531104,1.3295753002166748,0.5986790734299552,-1.0520850686356427,0.8494437974344606,0.0,5
core_interaction_c05,0.5,rf,100,512,0.0268755510449409,0.004817851386345347,0.0735369816422462,0.004771311682252721,4.0,0.0,0.55,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.55,0.11180339887498948,0.7700520833333333,0.056484008806635365,0.5555,0.07938041320124253,0.0,0.0,0.0,0.0,6.994066619873047,1.9076006297608865,-6.994066619873047,1.9076006297608865,0.0,5
core_interaction_c05,0.5,ss_kan_pair,100,512,0.00022766908805351704,7.545007648508235e-05,0.0002870014839572832,8.93694280804038e-05,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0,0.0,1.0,0.0,1.0,0.0,0.8,0.4472135954999579,0.5867546677589417,0.007171073811777121,0.3036008909344673,0.23390086343574673,0.28315377682447435,0.23295223976252027,0.8,5
core_interaction_c05,0.5,ss_kan_variable,100,512,0.0001954271545400843,4.905336000672609e-05,0.00024649077968206254,5.513889156027847e-05,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5790033340454102,0.02066111334405807,0.1999557286500931,0.11061779255185904,0.37904760539531707,0.10804887151797918,1.0,5
core_interaction_c1,1.0,exclude_interaction,100,512,0.1465755924582481,0.04735812979972014,2.318359136581421,0.9446855136446339,4.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11180339887498948,0.5059895833333333,0.05997786502147873,0.088,0.10733126291998991,0.0,0.0,0.0,0.0,130.8848533630371,52.3103096796629,-130.8848533630371,52.3103096796629,0.0,5
core_interaction_c1,1.0,oracle_support,100,512,0.00038307552458714,0.000200089183504612,0.0005169524287338999,0.0002447890128174282,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1208277940750122,0.024390889288375458,0.32111428678035736,0.12645083195865336,0.7997135072946547,0.11939069844899934,1.0,5
core_interaction_c1,1.0,random,100,512,0.14122864454984663,0.0367618103704913,2.380022883415222,0.9730345615431003,4.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11180339887498948,0.5059895833333333,0.05997786502147873,0.088,0.10733126291998991,0.0,0.0,0.0,0.0,120.04698791503907,38.29064514156563,-120.04698791503907,38.29064514156563,0.0,5
core_interaction_c1,1.0,raw,100,512,0.00016127324779515194,4.672962946466003e-05,0.24354451522231096,0.21261310571610276,100.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.2,0.2,0.7,0.27386127875258304,0.8947916666666667,0.10651009830840773,0.7535773187375018,0.2281183623230177,0.2,0.447213595499958,0.3870981842279434,0.4667579526489348,1.2528861224651338,0.8164486239541647,-0.8657879382371902,1.1940586044855404,0.2,5
core_interaction_c1,1.0,rf,100,512,0.031002191663719682,0.036921060668557715,0.20179890840081494,0.18921116578276254,4.0,0.4,0.8,0.4,0.6,0.4,0.4,0.6,0.5,0.4,0.8,0.2091650066335189,0.8979166666666668,0.10754845761644878,0.7913333333333333,0.23175178292494084,0.4,0.5477225575051662,0.45135300159454345,0.6181056469769014,16.969956532120705,15.673528978898728,-16.51860353052616,16.277770489511468,0.4,5
core_interaction_c1,1.0,ss_kan_pair,100,512,0.03971560150384903,0.011180001148293161,0.4060353457927704,0.05570128445986404,4.0,0.0,0.75,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.75,0.0,0.8721354166666668,0.0023292374765623066,0.7183333333333334,0.06421264586426019,0.0,0.0,0.0,0.0,36.32330474853516,16.849396325124513,-36.32330474853516,16.849396325124513,0.0,5
core_interaction_c1,1.0,ss_kan_variable,100,512,0.0147734701866284,0.020048085703410243,0.15131762232631446,0.2095185273707435,4.0,0.6,0.9,0.6,0.8,0.6,0.6,0.8,0.7,0.6,0.9,0.13693063937629152,0.9489583333333333,0.06989774471119792,0.8915,0.15020402790870824,0.6,0.5477225575051661,0.6759513854980469,0.6170937380734305,11.754767420887948,16.056475828806672,-11.0788160353899,16.659850487943817,0.6,5
