function,dimension,noise,row_type,target,variable,hidden,pair,is_true_active,is_true_interaction,baseline_mse_mean,baseline_mse_std,baseline_mse_min,baseline_mse_max,ablated_mse_mean,ablated_mse_std,ablated_mse_min,ablated_mse_max,delta_mse_mean,delta_mse_std,delta_mse_min,delta_mse_max,synergy_mean,synergy_std,synergy_min,synergy_max
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x4->h3",,3,"(0, 4)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.934096137682597,0.16188818722623965,1.7977213859558105,2.1130049228668213,0.005086978276570638,0.006858352511203684,0.00109100341796875,0.013006210327148438,0.0027256011962890625,0.00186476544436132,0.0012354850769042969,0.004816770553588867
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x4->h4",,4,"(0, 4)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9425237973531086,0.1747969073407108,1.809232234954834,2.1404287815093994,0.01351463794708252,0.014637909282994431,-0.0006455183029174805,0.02858757972717285,-0.0019297202428181965,0.009534213300018345,-0.012219667434692383,0.006604790687561035
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x4->h5",,5,"(0, 4)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9568156798680623,0.21708120325026672,1.7839685678482056,2.200456142425537,0.027806520462036133,0.05361468629910066,-0.01266181468963623,0.08861494064331055,0.022147099177042644,0.025916928276626568,-0.0006459951400756836,0.050337791442871094
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x4->h6",,6,"(0, 4)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,2.0020984411239624,0.12933053245000448,1.8592854738235474,2.111316680908203,0.0730892817179362,0.07934711523873567,-0.0005245208740234375,0.15713727474212646,0.015742381413777668,0.014293871938026186,-0.00026607513427734375,0.027226805686950684
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x0,x4->h7",,7,"(0, 4)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.953964392344157,0.13379966534039744,1.8708393573760986,2.1083099842071533,0.024955232938130695,0.0530058970907358,-0.007716536521911621,0.08611345291137695,0.0006206035614013672,0.0010251392302199115,-0.0004360675811767578,0.0016109943389892578
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x1,x5->h0",,0,"(1, 5)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9329646428426106,0.1798442249636647,1.7856688499450684,2.133387565612793,0.003955483436584473,0.016418069175391865,-0.010961532592773438,0.021546363830566406,0.0007622639338175455,0.0040292166677842805,-0.0029647350311279297,0.005037546157836914
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x1,x5->h1",,1,"(1, 5)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9335179328918457,0.16752956179252348,1.8002052307128906,2.121570110321045,0.004508773485819499,0.004821494602922281,0.0002225637435913086,0.00972890853881836,0.005422274271647136,0.006178849094371621,-3.3855438232421875e-05,0.012131690979003906
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x1,x5->h2",,2,"(1, 5)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9310433864593506,0.16429071651493882,1.7973432540893555,2.1144466400146484,0.0020342270533243814,0.0011478194714741189,0.0007128715515136719,0.0027843713760375977,0.0005009969075520834,0.00043975772640712,9.334087371826172e-05,0.0009670257568359375
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x1,x5->h3",,3,"(1, 5)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9211976130803425,0.17749198640687128,1.7672767639160156,2.1153531074523926,-0.007811546325683594,0.018664158764274692,-0.029353618621826172,0.0035119056701660156,0.006482124328613281,0.00937100473720824,0.00040149688720703125,0.017273902893066406
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x1,x5->h4",,4,"(1, 5)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9343706369400024,0.1692442950592583,1.7973673343658447,2.123562812805176,0.005361477533976237,0.005694289700180901,0.0007369518280029297,0.011721611022949219,0.00023988882700602213,0.0013636281399345888,-0.000993967056274414,0.0017039775848388672
