source_file,function,explain_method,aggregation,threshold,num_runs,single_seed_mean_f1,single_seed_std_f1,single_seed_mean_auroc,single_seed_mean_auprc,stable_precision,stable_recall,stable_f1,stable_auroc,stable_auprc,stable_selected,stable_num_selected
core_d100_nonoracle.csv,core_interaction,grad,selection_frequency_threshold,0.8,5,0.45,0.11180339887498948,0.7130208333333334,0.512491908213916,1.0,0.5,0.6666666666666666,,,"[0, 1]",2.0
core_d100_nonoracle.csv,core_interaction,grad,mean_importance_topk,,5,0.45,0.11180339887498948,0.7130208333333334,0.512491908213916,0.5,0.5,0.5,0.6484375,0.5275428705661264,"[0, 1, 32, 98]",
core_d100_nonoracle.csv,core_interaction,perm,selection_frequency_topk,,5,0.45,0.11180339887498951,0.80859375,0.5182807177492335,0.5,0.5,0.5,0.7213541666666666,0.52,"[0, 1, 23, 31]",
core_d100_nonoracle.csv,core_interaction,perm,selection_frequency_threshold,0.2,5,0.45,0.11180339887498951,0.80859375,0.5182807177492335,0.15384615384615385,0.5,0.23529411764705882,,,"[0, 1, 19, 23, 27, 29, 31, 40, 44, 51, 71, 80, 91]",13.0
core_d100_nonoracle.csv,core_interaction,perm,selection_frequency_threshold,0.4,5,0.45,0.11180339887498951,0.80859375,0.5182807177492335,1.0,0.5,0.6666666666666666,,,"[0, 1]",2.0
core_d100_nonoracle.csv,core_interaction,perm,selection_frequency_threshold,0.6,5,0.45,0.11180339887498951,0.80859375,0.5182807177492335,1.0,0.5,0.6666666666666666,,,"[0, 1]",2.0
core_d100_nonoracle.csv,core_interaction,perm,selection_frequency_threshold,0.8,5,0.45,0.11180339887498951,0.80859375,0.5182807177492335,1.0,0.5,0.6666666666666666,,,"[0, 1]",2.0
core_d100_nonoracle.csv,core_interaction,perm,mean_importance_topk,,5,0.45,0.11180339887498951,0.80859375,0.5182807177492335,0.5,0.5,0.5,0.8359375,0.5510335917312661,"[0, 1, 18, 71]",
core_d50_noise01_seeds.csv,core_interaction,grad,selection_frequency_topk,,5,0.75,0.25,,,1.0,1.0,1.0,1.0,1.0,"[0, 1, 2, 3]",
core_d50_noise01_seeds.csv,core_interaction,grad,selection_frequency_threshold,0.2,5,0.75,0.25,,,0.4444444444444444,1.0,0.6153846153846153,,,"[0, 1, 2, 3, 7, 11, 17, 41, 44]",9.0
core_d50_noise01_seeds.csv,core_interaction,grad,selection_frequency_threshold,0.4,5,0.75,0.25,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_d50_noise01_seeds.csv,core_interaction,grad,selection_frequency_threshold,0.6,5,0.75,0.25,,,1.0,0.75,0.8571428571428571,,,"[0, 1, 2]",3.0
core_d50_noise01_seeds.csv,core_interaction,grad,selection_frequency_threshold,0.8,5,0.75,0.25,,,1.0,0.5,0.6666666666666666,,,"[0, 1]",2.0
core_d50_noise01_seeds.csv,core_interaction,perm,selection_frequency_topk,,5,0.7,0.2091650066335189,,,1.0,1.0,1.0,0.983695652173913,0.85,"[0, 1, 2, 3]",
core_d50_noise01_seeds.csv,core_interaction,perm,selection_frequency_threshold,0.2,5,0.7,0.2091650066335189,,,0.4,1.0,0.5714285714285715,,,"[0, 1, 2, 3, 7, 35, 36, 38, 42, 48]",10.0
core_d50_noise01_seeds.csv,core_interaction,perm,selection_frequency_threshold,0.4,5,0.7,0.2091650066335189,,,1.0,0.75,0.8571428571428571,,,"[0, 1, 3]",3.0
core_d50_noise01_seeds.csv,core_interaction,perm,selection_frequency_threshold,0.6,5,0.7,0.2091650066335189,,,1.0,0.75,0.8571428571428571,,,"[0, 1, 3]",3.0
core_d50_noise01_seeds.csv,core_interaction,perm,selection_frequency_threshold,0.8,5,0.7,0.2091650066335189,,,1.0,0.5,0.6666666666666666,,,"[0, 1]",2.0
core_interaction.csv,core_interaction,grad,selection_frequency_topk,,5,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,"[0, 1, 2, 3]",
core_interaction.csv,core_interaction,grad,selection_frequency_threshold,0.2,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_interaction.csv,core_interaction,grad,selection_frequency_threshold,0.4,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_interaction.csv,core_interaction,grad,selection_frequency_threshold,0.6,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_interaction.csv,core_interaction,grad,selection_frequency_threshold,0.8,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_interaction.csv,core_interaction,perm,selection_frequency_topk,,5,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,"[0, 1, 2, 3]",
core_interaction.csv,core_interaction,perm,selection_frequency_threshold,0.2,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_interaction.csv,core_interaction,perm,selection_frequency_threshold,0.4,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_interaction.csv,core_interaction,perm,selection_frequency_threshold,0.6,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_interaction.csv,core_interaction,perm,selection_frequency_threshold,0.8,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_interaction_with_interactions.csv,core_interaction,grad,selection_frequency_topk,,5,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,"[0, 1, 2, 3]",
core_interaction_with_interactions.csv,core_interaction,grad,selection_frequency_threshold,0.2,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_interaction_with_interactions.csv,core_interaction,grad,selection_frequency_threshold,0.4,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_interaction_with_interactions.csv,core_interaction,grad,selection_frequency_threshold,0.6,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_interaction_with_interactions.csv,core_interaction,grad,selection_frequency_threshold,0.8,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_interaction_with_interactions.csv,core_interaction,perm,selection_frequency_topk,,5,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,"[0, 1, 2, 3]",
core_interaction_with_interactions.csv,core_interaction,perm,selection_frequency_threshold,0.2,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_interaction_with_interactions.csv,core_interaction,perm,selection_frequency_threshold,0.4,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
core_interaction_with_interactions.csv,core_interaction,perm,selection_frequency_threshold,0.6,5,1.0,0.0,,,1.0,1.0,1.0,,,"[0, 1, 2, 3]",4.0
