row_type,model,function,seed,samples,test_samples,dimension,noise,kan_width,kan_grid,kan_k,kan_steps,kan_lamb,intervention_method,variable,pair,baseline_mse,ablated_mse,delta_mse,synergy,is_true_active,true_variables,true_interactions,formula,is_true_interaction
single_variable,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,zero,33,,1.8545145988464355,1.8519963026046753,-0.002518296241760254,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,zero,73,,1.8545145988464355,1.8547674417495728,0.00025284290313720703,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,zero,95,,1.8545145988464355,1.8746628761291504,0.020148277282714844,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,permute,0,,1.8545145988464355,1.8970963954925537,0.042581796646118164,,1,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,permute,1,,1.8545145988464355,1.8578319549560547,0.0033173561096191406,,1,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,permute,2,,1.8545145988464355,1.8164377212524414,-0.03807687759399414,,1,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,permute,3,,1.8545145988464355,1.8353729248046875,-0.019141674041748047,,1,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,permute,4,,1.8545145988464355,1.8404176235198975,-0.014096975326538086,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,permute,5,,1.8545145988464355,1.8192737102508545,-0.035240888595581055,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,permute,33,,1.8545145988464355,1.8540502786636353,-0.00046432018280029297,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
single_variable,KAN,correlated_proxy,1,512,2048,100,0.05,8,5,3,50,0.0,permute,73,,1.8545145988464355,1.8678288459777832,0.013314247131347656,,0,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3 with x4~x0 and x5~x1 proxies,
