wave,method,function,samples,dimension,top_m,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,screen_contains_all_true_vars_mean,screen_true_var_recall_mean,screen_contains_all_interaction_endpoints_mean,screen_interaction_endpoint_recall_mean,screen_contains_true_interactions_mean,explain_contains_all_interaction_endpoints_mean,explain_interaction_endpoint_recall_mean,variable_f1_mean,variable_f1_std,variable_auroc_mean,variable_auprc_mean,interaction_f1_mean,interaction_f1_std,true_interaction_best_rank_mean,true_interaction_rank_mean_mean,true_interaction_rank_mean_std,true_interaction_mean_score_margin_mean,true_interaction_mean_score_margin_std,true_interaction_beats_all_false_mean,runtime_sec_mean,runtime_sec_std,num_runs
broad,edge_pair_endpoint,core_interaction_c05,512,100,6,0.0002185489817444856,1.4638140868163742e-05,0.00030122559595232207,1.3463881532326658e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.297472274551789,0.2992586922082683,1.0,5.92893926302592,0.039197152179783985,3
broad,edge_pair_endpoint,core_interaction_c1,512,100,4,0.00047136680223047733,0.0002175337975554932,0.000621302363773187,0.00023719012991925157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8789358586072922,0.17666930847399967,1.0,5.984765609105428,0.39678758975547884,3
broad,edge_pair_hybrid,core_interaction_c025,512,100,4,0.010541902855038643,0.0005886965622296933,0.013380236302812895,0.0005203230732204486,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.7447916666666666,0.52,0.0,0.0,199.0,199.0,0.0,-0.40631235639254254,0.09080026180815806,0.0,6.084067503611247,0.2026764191985634,3
broad,edge_pair_hybrid,core_interaction_c025,1024,100,4,0.00028845736718115705,3.6745400201409536e-05,0.0003098438513310005,3.776014280626501e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.5773502691896258,1.6666666666666667,1.6666666666666667,0.5773502691896257,-0.048767546812693276,0.15638289089222354,0.3333333333333333,6.153457880020142,0.08014800778662981,3
broad,edge_pair_hybrid,core_interaction_c025,1024,100,6,0.00025951730882904184,0.00010512312142434191,0.0003183707061301296,0.00013489853927781971,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.5773502691896258,1.6666666666666667,1.6666666666666667,0.5773502691896257,-0.12587103185554346,0.41164929754605606,0.3333333333333333,5.795656283696492,0.5476326734880352,3
broad,edge_pair_hybrid,core_interaction_c05,512,100,4,0.0002432536712149158,6.623206448786175e-05,0.0003093477280344814,6.596656995068307e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.43327707548936206,0.051820621016292326,1.0,5.9882315794626875,0.2831435827028571,3
broad,edge_pair_hybrid,core_interaction_c05,512,100,6,0.00023951682184512416,4.703872197140562e-05,0.0003570011370660116,9.091251131783519e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.25369928528865177,0.26036854443830937,1.0,5.892348130544026,0.014453486545074744,3
broad,edge_pair_hybrid,core_interaction_c1,512,100,4,0.000474107723372678,0.00021551639340850156,0.0006288488414914658,0.00023085514084713964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8575092554092407,0.15545421554452435,1.0,6.088699022928874,0.1857579093138269,3
broad,edge_stability_var,core_interaction_c025,512,100,4,0.010814893680314222,0.0008003775432634544,0.013421403244137764,0.0006334785512836304,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.7447916666666666,0.52,0.0,0.0,199.0,199.0,0.0,-0.6278986732165018,0.1178610498121507,0.0,5.33184027671814,0.21499824423946645,3
broad,edge_stability_var,core_interaction_c025,1024,100,4,0.0002706660112986962,2.194000125709426e-05,0.0002942480011067043,1.5351253948885598e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.5773502691896258,1.6666666666666667,1.6666666666666667,0.5773502691896257,-0.004068528612454732,0.10332140537281095,0.3333333333333333,6.198889493942261,0.09605913369391658,3
